"@id","@type","dc:creator","dc:date","dc:publisher","description","link","prism:endingPage","prism:issn","prism:number","prism:pageRange","prism:publicationDate","prism:publicationName","prism:startingPage","prism:volume","rdfs:seeAlso","title"
"https://ci.nii.ac.jp/naid/40022248904","item","[{'@value': '香川 靖雄'}]","2020-06","女子栄養大学出版部","","{'@id': 'https://ci.nii.ac.jp/naid/40022248904'}","111.0","","6.0","","20","栄養と料理","108.0","86.0","{'@id': 'https://ci.nii.ac.jp/naid/40022248904.json'}","まるっと先取り! Dr.香川の栄養watch(第54回)パンデミックの新型肺炎に負けない食事とは COVID-19を栄養学で克服する"
"https://ci.nii.ac.jp/naid/40022245645","item","[{'@value': '山中 伸弥'}]","2020-06","婦人之友社","","{'@id': 'https://ci.nii.ac.jp/naid/40022245645'}","118.0","","6.0","","20","婦人之友","116.0","114.0","{'@id': 'https://ci.nii.ac.jp/naid/40022245645.json'}","賢い行動を、粘り強く : 新型コロナとの向き合い方 (特集 新型コロナ(COVID-19)と私たち)"
"https://ci.nii.ac.jp/naid/40022245643","item","[{'@value': '中村 秀明'}]","2020-06","婦人之友社","","{'@id': 'https://ci.nii.ac.jp/naid/40022245643'}","115.0","","6.0","","20","婦人之友","112.0","114.0","{'@id': 'https://ci.nii.ac.jp/naid/40022245643.json'}","外出制限1カ月半のイタリアで見えるもの (特集 新型コロナ(COVID-19)と私たち)"
"https://ci.nii.ac.jp/naid/40022245637","item","[]","2020-06","婦人之友社","","{'@id': 'https://ci.nii.ac.jp/naid/40022245637'}","109.0","","6.0","","20","婦人之友","106.0","114.0","{'@id': 'https://ci.nii.ac.jp/naid/40022245637.json'}","家庭で地域で 外出自粛でも生活を工夫して (特集 新型コロナ(COVID-19)と私たち)"
"https://ci.nii.ac.jp/naid/40022245634","item","[{'@value': '辻 信一'}]","2020-06","婦人之友社","","{'@id': 'https://ci.nii.ac.jp/naid/40022245634'}","101.0","","6.0","","20","婦人之友","94.0","114.0","{'@id': 'https://ci.nii.ac.jp/naid/40022245634.json'}","ヒルデガルトを巡る旅 ""緑の力""という希望 (特集 新型コロナ(COVID-19)と私たち)"
"https://ci.nii.ac.jp/naid/40022245418","item","[{'@value': 'スタインモ スヴェン'}, {'@value': 'ブリス マーク'}]","2020-06","フォーリン・アフェアーズ・ジャパン","","{'@id': 'https://ci.nii.ac.jp/naid/40022245418'}","83.0","1883-7093","6.0","","20","Foreign affairs report","78.0","2020.0","{'@id': 'https://ci.nii.ac.jp/naid/40022245418.json'}","危機後の増税で社会保障投資を : 緊縮財政ではなく、増税による投資を (脱パンデミックの社会と経済)"
"https://ci.nii.ac.jp/naid/40022245401","item","[{'@value': 'フェルプス エドマンド・S'}, {'@value': 'ラウズ セシリア・エレナ'}, {'@value': 'ハバード グレン'}, {'@value': 'フォローハー レナ'}]","2020-06","フォーリン・アフェアーズ・ジャパン","","{'@id': 'https://ci.nii.ac.jp/naid/40022245401'}","71.0","1883-7093","6.0","","20","Foreign affairs report","62.0","2020.0","{'@id': 'https://ci.nii.ac.jp/naid/40022245401.json'}","CFR Meeting コロナウイルスが変える社会と経済 : 経済効率を落としてもよりレジリエントな存在になる (脱パンデミックの社会と経済)"
"https://ci.nii.ac.jp/naid/40022245337","item","[{'@value': 'ボウン チャッド・P'}]","2020-06","フォーリン・アフェアーズ・ジャパン","","{'@id': 'https://ci.nii.ac.jp/naid/40022245337'}","20.0","1883-7093","6.0","","20","Foreign affairs report","14.0","2020.0","{'@id': 'https://ci.nii.ac.jp/naid/40022245337.json'}","パンデミックと保護主義の台頭 : 輸入からの保護と輸出保護主義 (パンデミックが変えた世界)"
"https://ci.nii.ac.jp/naid/40022245326","item","[{'@value': 'ラッド ケビン'}]","2020-06","フォーリン・アフェアーズ・ジャパン","","{'@id': 'https://ci.nii.ac.jp/naid/40022245326'}","12.0","1883-7093","6.0","","20","Foreign affairs report","6.0","2020.0","{'@id': 'https://ci.nii.ac.jp/naid/40022245326.json'}","迫り来るアナーキー : 米中対立と国際社会 (パンデミックが変えた世界)"
"https://ci.nii.ac.jp/naid/40022245023","item","[{'@value': '徳田 安春'}, {'@value': '城間 寛'}, {'@value': '高嶺 朝広'}, {'@value': '宮城 信雄'}, {'@value': '砂川 博司'}]","2020-06","全国保険医団体連合会","","{'@id': 'https://ci.nii.ac.jp/naid/40022245023'}","48.0","0288-5093","1325.0","","20","月刊保団連","44.0","","{'@id': 'https://ci.nii.ac.jp/naid/40022245023.json'}","沖縄からCOVID-19対策への緊急提言"
"https://ci.nii.ac.jp/naid/40022232231","item","[{'@value': '服部 素之'}]","2020-06","岩波書店","","{'@id': 'https://ci.nii.ac.jp/naid/40022232231'}","474.0","0022-7625","6.0","","20","科学","472.0","90.0","{'@id': 'https://ci.nii.ac.jp/naid/40022232231.json'}","科学通信 教育・研究の現場から(No.2)中国における大学院生への経済支援,共通機器整備,そしてCOVID-19研究の取り組みについて"
"https://ci.nii.ac.jp/naid/40022230819","item","[]","2020-06","有斐閣","","{'@id': 'https://ci.nii.ac.jp/naid/40022230819'}","","0448-0791","1546.0","71","20","ジュリスト = Monthly jurist","","","{'@id': 'https://ci.nii.ac.jp/naid/40022230819.json'}","海外法律情報 ドイツ COVID-19とドイツの法状況"
"https://ci.nii.ac.jp/naid/40022230030","item","[{'@value': '髙城 大治'}]","2020-06","日本小児医事出版社","","{'@id': 'https://ci.nii.ac.jp/naid/40022230030'}","950.0","0021-518X","6.0","","20","小児科臨床 = Japanese journal of pediatrics","947.0","73.0","{'@id': 'https://ci.nii.ac.jp/naid/40022230030.json'}","アメリカにおけるCOVID-19の現状 : ミシガン州デトロイトの現場から"
"https://ci.nii.ac.jp/naid/40022220838","item","[{'@value': 'シーダー チェルシー'}]","2020-06","岩波書店","","{'@id': 'https://ci.nii.ac.jp/naid/40022220838'}","68.0","0582-4532","933.0","","20","世界","63.0","","{'@id': 'https://ci.nii.ac.jp/naid/40022220838.json'}","ハンガリーのCOVID-19対策 災時権威主義の完成 (特集 生存のために : コロナ禍のもとの生活と生命)"
"https://ci.nii.ac.jp/naid/40022220837","item","[{'@value': 'ハーヴェイ デヴィッド'}, {'@value': '大屋 定晴'}]","2020-06","岩波書店","","{'@id': 'https://ci.nii.ac.jp/naid/40022220837'}","62.0","0582-4532","933.0","","20","世界","52.0","","{'@id': 'https://ci.nii.ac.jp/naid/40022220837.json'}","COVID-19時代の反キャピタリズム運動 (特集 生存のために : コロナ禍のもとの生活と生命)"
"https://ci.nii.ac.jp/naid/40022231014","item","[]","2020-05-30","ダイヤモンド社","","{'@id': 'https://ci.nii.ac.jp/naid/40022231014'}","","","21.0","65","20","週刊ダイヤモンド = Diamond weekly","","108.0","{'@id': 'https://ci.nii.ac.jp/naid/40022231014.json'}","カラダご医見番・ライフスタイル編(Number 497)眼鏡vs.コンタクト : COVID-19感染リスクは?"
"https://ci.nii.ac.jp/naid/40022235126","item","[{'@value': '松井 英介'}]","2020-05-29","金曜日","","{'@id': 'https://ci.nii.ac.jp/naid/40022235126'}","23.0","","20.0","","20","金曜日","22.0","28.0","{'@id': 'https://ci.nii.ac.jp/naid/40022235126.json'}","COVID-19 新型コロナウイルス感染症 日本と異なる戦後の歩みがコロナ感染者の死亡率の低さへ 8年前に最悪シナリオ想定し医療を充実させてきたドイツ"
"https://ci.nii.ac.jp/naid/40022235123","item","[{'@value': '岡田 幹治'}]","2020-05-29","金曜日","","{'@id': 'https://ci.nii.ac.jp/naid/40022235123'}","21.0","","20.0","","20","金曜日","20.0","28.0","{'@id': 'https://ci.nii.ac.jp/naid/40022235123.json'}","COVID-19 新型コロナウイルス感染症 リーマン・ショック上回り、大恐慌以来最悪の予測 感染拡大とバブル崩壊 ダブルショックに襲われ大不況がやってくる"
"https://ci.nii.ac.jp/naid/40022232304","item","[{'@value': '野口 晴子'}]","2020-05-25","法研","","{'@id': 'https://ci.nii.ac.jp/naid/40022232304'}","29.0","1343-5736","3072.0","","20","週刊社会保障","28.0","74.0","{'@id': 'https://ci.nii.ac.jp/naid/40022232304.json'}","時事評論 COVID-19におけるトレードオフ"
"https://ci.nii.ac.jp/naid/40022230913","item","[]","2020-05-25","日経BP","広告　国内における感染拡大の勢いは弱まってきたものの第二波の到来が懸念される新型コロナウイルス感染症（COVID-19）は、テレビCMにも影響を与えている。アドバタイザー（広告主）の判断で本来のCMと差し替えられるACジャパンのCMを目にする機会も増えてきた。…","{'@id': 'https://ci.nii.ac.jp/naid/40022230913'}","3.0","0288-5026","1706.0","","20","日経ニューメディア = Nikkei new media","2.0","","{'@id': 'https://ci.nii.ac.jp/naid/40022230913.json'}","タイムCMにも7月以降に新型コロナの影響という見方も、広告主団体"
"https://ci.nii.ac.jp/naid/40022228533","item","[{'@value': '全国倒産処理弁護士ネットワーク'}]","2020-05-25","金融財政事情研究会 ; 2010-","","{'@id': 'https://ci.nii.ac.jp/naid/40022228533'}","33.0","2185-3223","10.0","","20","金融法務事情 = Banking law journal","29.0","68.0","{'@id': 'https://ci.nii.ac.jp/naid/40022228533.json'}","事業の継続のために : 新型コロナウイルス感染症(COVID-19)に対する緊急提言"
"https://ci.nii.ac.jp/naid/40022229704","item","[{'@value': '横田 俊平'}, {'@value': '名古 希実'}, {'@value': '金田 宜子'}, {'@value': '土田 博和'}, {'@value': '中村 郁朗'}, {'@value': '黒岩 義之'}, {'@value': '西岡 久寿樹'}]","2020-05-23","医歯薬出版","","{'@id': 'https://ci.nii.ac.jp/naid/40022229704'}","690.0","0039-2359","8.0","","20","医学のあゆみ","680.0","273.0","{'@id': 'https://ci.nii.ac.jp/naid/40022229704.json'}","新型コロナウイルス感染症(COVID-19)とサイトカインストーム : 炎症病態からみた治療法の選択"
"https://ci.nii.ac.jp/naid/120006849742","item","[{'@value': 'Bando Hiroshi'}]","2020-05-21","Asploro","For the current critical situation of COVID-19 worldwide, several recommended hints for improved lifestyle and health were described from integrative medicine (IM) point of view. It includes some categories as follows. i) Exercise: Hippocrates said that walking is the best medicine. Walking fast, climbing stairs, and squats are effective. ii) Sleep and rhythmic lifestyle: Keep sleep and wake up time regularly, avoid looking at display or VDT work before sleep, and have bright light when waking up, especially sunlight. iii) Mental care: The US CDC presents the stressful influences, such as fear and worry about health, worsening of chronic health problems, and increased use of alcohol. Some recommendations of controlling heart and minds include keeping the natural feeling of being as it is, and mindfulness related to the oriental Zen concept. iv) Nutrition: IM and anti-inflammatory diet were proposed by Dr. Andrew Weil at Arizona University. The diet is based on two diets—the Mediterranean diet and the Okinawan diet. v) IM: Several applicable tips for IM show chiropractic, aromatherapy, supplements, medical herbs, Chinese medicine, Ayurveda, acupuncture, and others.","{'@id': 'https://ci.nii.ac.jp/naid/120006849742'}","21.0","","2.0","","20","Diabetes Research : Open Access","17.0","2.0","{'@id': 'https://ci.nii.ac.jp/naid/120006849742.json'}","Recommended Hints for Improved Lifestyle and Health from Integrative Medicine (IM) In the Critical Situation of COVID-19"
"https://ci.nii.ac.jp/naid/40022220806","item","[{'@value': '忽那 賢志'}]","2020-05-09","医歯薬出版","","{'@id': 'https://ci.nii.ac.jp/naid/40022220806'}","5.0","0039-2359","6.0","","20","医学のあゆみ","1.0","273.0","{'@id': 'https://ci.nii.ac.jp/naid/40022220806.json'}","新型コロナウイルス感染症(COVID-19) : 臨床症状から治療薬候補まで"
"https://ci.nii.ac.jp/naid/40022248833","item","[{'@value': '鈴木 岳'}]","2020-05","生協総合研究所","","{'@id': 'https://ci.nii.ac.jp/naid/40022248833'}","71.0","0911-1042","532.0","","20","生活協同組合研究","69.0","","{'@id': 'https://ci.nii.ac.jp/naid/40022248833.json'}","スイスの2大生協とCOVID-19 (新型コロナウイルスへの各国生協の対応)"
"https://ci.nii.ac.jp/naid/40022248827","item","[{'@value': '天野 晴元'}]","2020-05","生協総合研究所","","{'@id': 'https://ci.nii.ac.jp/naid/40022248827'}","68.0","0911-1042","532.0","","20","生活協同組合研究","66.0","","{'@id': 'https://ci.nii.ac.jp/naid/40022248827.json'}","イギリスの生協とCOVID-19 (新型コロナウイルスへの各国生協の対応)"
"https://ci.nii.ac.jp/naid/40022247821","item","[{'@value': '中西 淑美'}]","2020-05","日本文化厚生農業協同組合連合会","","{'@id': 'https://ci.nii.ac.jp/naid/40022247821'}","53.0","2434-7345","506.0","","20","文化連情報","50.0","","{'@id': 'https://ci.nii.ac.jp/naid/40022247821.json'}","臨床倫理メディエーション(41)感染予防に潜む倫理 : COVID-19感染流行(1)"
"https://ci.nii.ac.jp/naid/40022246410","item","[]","2020-05","日本診療放射線技師会","","{'@id': 'https://ci.nii.ac.jp/naid/40022246410'}","534.0","2187-2538","5.0","","20","JART = 日本診療放射線技師会誌","520.0","67.0","{'@id': 'https://ci.nii.ac.jp/naid/40022246410.json'}","COVID-19陽性患者のCT撮影時の感染対策例の紹介 : 引用:「日本放射線科専門医会・医会」より"
"https://ci.nii.ac.jp/naid/40022246409","item","[{'@value': '富田 博信'}]","2020-05","日本診療放射線技師会","","{'@id': 'https://ci.nii.ac.jp/naid/40022246409'}","519.0","2187-2538","5.0","","20","JART = 日本診療放射線技師会誌","514.0","67.0","{'@id': 'https://ci.nii.ac.jp/naid/40022246409.json'}","Radiographers in Spain report 機器の感染防止 : COVID-19パンデミックの現場より : 引用:ウェブサイト「Healthcare-in-Europe」より"
"https://ci.nii.ac.jp/naid/40022246161","item","[{'@value': '勝田 吉彰'}]","2020-05","アークメディア","","{'@id': 'https://ci.nii.ac.jp/naid/40022246161'}","685.0","0300-032X","5.0","","20","臨床精神医学 = Japanese journal of clinical psychiatry","683.0","49.0","{'@id': 'https://ci.nii.ac.jp/naid/40022246161.json'}","新型コロナウイルス案件で精神科のセンスが役立つかもしれないこと"
"https://ci.nii.ac.jp/naid/40022245558","item","[{'@value': '菅原 正秋'}]","2020-05","障害者団体定期刊行物協会","","{'@id': 'https://ci.nii.ac.jp/naid/40022245558'}","9.0","0385-7476","384.0","","20","視覚障害 : その研究と情報","2.0","","{'@id': 'https://ci.nii.ac.jp/naid/40022245558.json'}","視覚障害者のための感染防止対策 : 新型コロナウイルス感染症(COVID-19)を中心として"
"https://ci.nii.ac.jp/naid/40022243451","item","[{'@value': '神野 新'}]","2020-05","情報通信総合研究所","","{'@id': 'https://ci.nii.ac.jp/naid/40022243451'}","8.0","","373.0","","20","InfoCom T&S world trend report : 世界の情報通信サービスの情報誌","4.0","","{'@id': 'https://ci.nii.ac.jp/naid/40022243451.json'}","Global ICT Trend : COVID-19 : 突然のライフスタイル変化が情報通信産業に突き付けた課題"
"https://ci.nii.ac.jp/naid/40022241505","item","[{'@value': '浜崎 啓吾'}]","2020-05","ヒョーロン・パブリッシャーズ","","{'@id': 'https://ci.nii.ac.jp/naid/40022241505'}","139.0","0289-0909","5.0","","20","日本歯科評論","135.0","80.0","{'@id': 'https://ci.nii.ac.jp/naid/40022241505.json'}","これだけは知っておきたい! 歯科の「院内感染対策」実践ノート(緊急特別回)新型コロナウイルス感染症(COVID-19)の歯科医療機関での院内感染防止対策"
"https://ci.nii.ac.jp/naid/40022240503","item","[{'@value': '澤野 由紀子'}]","2020-05","日本青年館「社会教育」編集部","","{'@id': 'https://ci.nii.ac.jp/naid/40022240503'}","99.0","1342-5323","5.0","","20","社会教育","96.0","75.0","{'@id': 'https://ci.nii.ac.jp/naid/40022240503.json'}","世界の生涯学習都市(13)COVID-19渦中のユネスコ学習都市"
"https://ci.nii.ac.jp/naid/40022234603","item","[{'@value': '玉川 進'}]","2020-05","近代消防社","","{'@id': 'https://ci.nii.ac.jp/naid/40022234603'}","73.0","0288-6693","5.0","","20","近代消防 = The firefighter","69.0","58.0","{'@id': 'https://ci.nii.ac.jp/naid/40022234603.json'}","知っておきたい マスコミではあまり取り上げられない 新型コロナウイルス(COVID-19)情報"
"https://ci.nii.ac.jp/naid/40022234456","item","[]","2020-05","照林社","","{'@id': 'https://ci.nii.ac.jp/naid/40022234456'}","13.0","0911-0194","5.0","","20","Expert nurse = エキスパートナース","11.0","36.0","{'@id': 'https://ci.nii.ac.jp/naid/40022234456.json'}","エキナスクリップ拡大版 新型コロナウイルス感染症(COVID-19)最新情報"
"https://ci.nii.ac.jp/naid/40022231319","item","[{'@value': 'Srivatanakul Kittipong'}, {'@value': 'Asai Satomi'}, {'@value': 'Hirayama Akihiro'}, {'@value': 'Shigematsu Hideaki'}, {'@value': 'Niita Makiko'}, {'@value': 'Kawakami Tomoko'}, {'@value': 'Sorimachi Takatoshi'}, {'@value': 'Matsumae Mitsunori'}]","2020-05","The Japanese Society for Neuroendovascular Therapy","","{'@id': 'https://ci.nii.ac.jp/naid/40022231319'}","","1882-4072","5.0","157–161","20","JNET : journal of neuroendovascular therapy : official journal of the Japanese Society for Neuroendovascular Therapy","","14.0","{'@id': 'https://ci.nii.ac.jp/naid/40022231319.json'}","A Protocol of Infection Control for Mechanical Thrombectomy in Possible COVID-19 Patients : Tokai University COVID-19 Manual"
"https://ci.nii.ac.jp/naid/40022226972","item","[{'@value': '濱田 昌彦'}]","2020-05","イカロス出版","","{'@id': 'https://ci.nii.ac.jp/naid/40022226972'}","67.0","","","","20","Jレスキュー","64.0","105.0","{'@id': 'https://ci.nii.ac.jp/naid/40022226972.json'}","世界のCBRNe チップとデールの目から見たSARS : カナダの救急隊員の経験は「新型コロナウイルスCOVID-19」に生きるか"
"https://ci.nii.ac.jp/naid/40022219941","item","[]","2020-05","税務研究会","","{'@id': 'https://ci.nii.ac.jp/naid/40022219941'}","5.0","0289-0054","5.0","","20","International taxation = 国際税務","4.0","40.0","{'@id': 'https://ci.nii.ac.jp/naid/40022219941.json'}","Worldwide Tax Summary : COVID-19関連の税財政対策(中国)"
"https://ci.nii.ac.jp/naid/40022219925","item","[{'@value': '山田 晴美'}]","2020-05","税務研究会","","{'@id': 'https://ci.nii.ac.jp/naid/40022219925'}","117.0","0289-0054","5.0","","20","International taxation = 国際税務","114.0","40.0","{'@id': 'https://ci.nii.ac.jp/naid/40022219925.json'}","For Beginners チャレンジ!移転価格税制 : リクエスト特集 新型コロナウイルス(COVID-19)とローカルファイル"
"https://ci.nii.ac.jp/naid/40022207984","item","[{'@value': '図書館問題研究会全国委員会'}]","2020-05","教育史料出版会","","{'@id': 'https://ci.nii.ac.jp/naid/40022207984'}","80.0","0386-0914","517.0","","20","みんなの図書館","78.0","","{'@id': 'https://ci.nii.ac.jp/naid/40022207984.json'}","図問研のページ COVID-19(新型コロナウイルス)の感染拡大防止対策に係る図書館の対応について"
"https://ci.nii.ac.jp/naid/40022198635","item","[{'@value': '尾身 茂'}, {'@value': '脇田 隆字'}, {'@value': '押谷 仁'}, {'@value': '原田 亮介'}]","2020-05","日経サイエンス ; 1990-","新型コロナウイルス感染症（COVID-19）の初の患者が国内で見つかって2カ月あまり。日本は感染拡大の要因となる「クラスター」の封じ込めを重視し，大規模な検査と流行地の封鎖に踏み切った中国とは異なる対策を講じてきた。日本経済新聞社は，政府の専門家会議の委員である尾身茂氏，脇田隆字氏，押谷仁氏の座談会を2月26日に開催。その内容から，一連の戦略に関する専門家らの考え方を振り返る。","{'@id': 'https://ci.nii.ac.jp/naid/40022198635'}","45.0","0917-009X","5.0","","20","日経サイエンス","40.0","50.0","{'@id': 'https://ci.nii.ac.jp/naid/40022198635.json'}","新型コロナウイルス感染症座談会 私たちはどう闘うか : 専門家会議メンバーが語る日本の戦略 (特集 新型コロナウイルス)"
"https://ci.nii.ac.jp/naid/120006849604","item","[{'@value': '小林 順'}, {'@value': '村田 勇'}]","2020-05","Springer","COVID-19 is an emerging disease of public health concern. While there is no specific recommended treatment for COVID-19, nitric oxide has the potential to be of therapeutic value for managing acute respiratory distress syndrome in patients with COVID-19. However, inhaled nitric oxide has not yet been formally evaluated. Given the extent of the COVID-19 pandemic, and the large numbers of hospitalized patients requiring respiratory support, clinical use of inhaled nitric oxide may become an alternate rescue therapy before extracorporeal membrane oxygenation for the management of acute respiratory distress syndrome in patients with COVID-19.2p. Article number: 61Open Access. This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing,adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit http://creativecommons.org/licenses/by/4.0/.","{'@id': 'https://ci.nii.ac.jp/naid/120006849604'}","2.0","2110-5820","1.0","","20","Annals of Intensive Care","1.0","10.0","{'@id': 'https://ci.nii.ac.jp/naid/120006849604.json'}","Nitric oxide inhalation as an interventional rescue therapy for COVID-19-induced acute respiratory distress syndrome"
"https://ci.nii.ac.jp/naid/120006841658","item","[{'@value': 'Omori Ryosuke'}, {'@value': 'Mizumoto Kenji'}, {'@value': 'Chowell Gerardo'}]","2020-05","Elsevier BV","新型コロナウイルス報告数は流行を反映しない可能性を示唆 --検査陽性報告数のみを用いた流行解析には注意が必要--. 京都大学プレスリリース. 2020-05-01.","{'@id': 'https://ci.nii.ac.jp/naid/120006841658'}","118.0","1201-9712","94.0","","20","International Journal of Infectious Diseases","116.0","","{'@id': 'https://ci.nii.ac.jp/naid/120006841658.json'}","Changes in testing rates could mask the novel coronavirus disease (COVID-19) growth rate"
"https://ci.nii.ac.jp/naid/40022212532","item","[{'@value': '渡辺 賢治'}, {'@value': '金 成俊'}, {'@value': '柴山 周乃'}, {'@value': '劉 建平'}, {'@value': '賈 立群'}, {'@value': '金 容奭'}, {'@value': '顔 宏融'}]","2020-04-18","日本医事新報社","","{'@id': 'https://ci.nii.ac.jp/naid/40022212532'}","51.0","0385-9215","5008.0","","20","日本医事新報","44.0","","{'@id': 'https://ci.nii.ac.jp/naid/40022212532.json'}","COVID-19に対する漢方の役割"
"https://ci.nii.ac.jp/naid/40022211644","item","[{'@value': '美馬 達哉'}]","2020-04-18","医歯薬出版","","{'@id': 'https://ci.nii.ac.jp/naid/40022211644'}","281.0","0039-2359","3.0","","20","医学のあゆみ","277.0","273.0","{'@id': 'https://ci.nii.ac.jp/naid/40022211644.json'}","FORUM 医療社会学の冒険(Vol.24)新型肺炎COVID-19の時代に"
"https://ci.nii.ac.jp/naid/40022207267","item","[]","2020-04-18","ダイヤモンド社","","{'@id': 'https://ci.nii.ac.jp/naid/40022207267'}","","","16.0","62.0","20","週刊ダイヤモンド = Diamond weekly","","108.0","{'@id': 'https://ci.nii.ac.jp/naid/40022207267.json'}","カラダご医見番・ライフスタイル編(Number 492)喫煙歴は重症化リスク : COVID-19対策に禁煙を"
"https://ci.nii.ac.jp/naid/40022207993","item","[{'@value': 'ジャックウッド マーク W'}, {'@value': '荒木 健詞'}]","2020-04-10","鶏卵肉情報センター","","{'@id': 'https://ci.nii.ac.jp/naid/40022207993'}","36.0","","7.0","","20","鶏卵肉情報","34.0","50.0","{'@id': 'https://ci.nii.ac.jp/naid/40022207993.json'}","海外情報 : AAAP Position Statement 家禽のコロナウイルス(IBV:伝染性気管支炎ウイルス)について知られていること : ヒトのCOVID-19と、どのような関連があるか"
